Headline,Link,Date,"Categories (comma separated)","Locations (; separated)","Lat/Lon pairs (; separated)"
"9-Percent Positive at COVID-19 Mass Testing Event - Loudoun Now",http://healthmap.org/ln.php?7375930,"2020-05-25 13:06:00","Mass Testing","Loudoun County, Virginia","39.083439,-77.649712"
"Beyond Mercy: Navy's COVID-19 Hospital Ship Missions and the Future of Medicine at Sea - USNI News",http://healthmap.org/ln.php?7375934,"2020-05-25 16:11:00","Healthcare Facility","San Diego, California","32.713299,-117.158302"
"Covid-19 Roundup: 4 new cases; Hazard pay stalls; Not all restaurants reopen - vtdigger.org",http://healthmap.org/ln.php?7376267,"2020-05-25 19:02:17","Business Reopening",Vermont,"44.040199,-72.751503"
"Coronavirus updates, Monday: 19 new confirmed COVID-19 cases in Oregon, 0 new deaths - The Register-Guard",http://healthmap.org/ln.php?7377131,"2020-05-25 09:05:38","Healthcare Facility, COVID-19 Case Clusters","Veterans Affairs Medical Center - Portland, Oregon","45.497131,-122.683678"
"No Film & TV Reopening COVID-19 Guidelines Today From Gavin Newsom After All; Houses Of Worship & Mall Restrictions Lifted - Deadline",http://healthmap.org/ln.php?7377700,"2020-05-25 20:45:55","Business Reopening",California,"37.250198,-119.750298"
"May 25 update on COVID-19 in MN: Hospitalizations rise to new high - Minnesota Public Radio News",http://healthmap.org/ln.php?7378381,"2020-05-25 08:00:00","Business Reopening",Minnesota,"46.225399,-94.658302"
"Coronavirus in Oregon live blog updates: May 25, 2020 | kgw.com - KGW.com",http://healthmap.org/ln.php?7378382,"2020-05-25 09:34:00","Business Reopening","Oregon; Vancouver, Washington; Washington","43.992802,-120.498100; 45.638729,-122.661484; 47.500118,-120.501472"
"Coronavirus live updates: WHO warns of possible 'immediate second peak'; hydroxychloroquine dropped from treatment study - USA TODAY",http://healthmap.org/ln.php?7378570,"2020-05-26 07:33:24","Business Reopening",California,"37.250198,-119.750298"
"Covid-19 brutal on NY long-term care facilities; nationwide, it's worse - Buffalo News",http://healthmap.org/ln.php?7378731,"2020-05-26 05:00:16","Elder Care","United States; New York State","39.966930,-97.556099; 43.004601,-75.498100"
"Seattle's UW Medicine to furlough 5,500 workers amid rising coronavirus costs - KING5.com",http://healthmap.org/ln.php?7378897,"2020-05-26 01:22:00","Healthcare Facility","Seattle, Washington","47.606209,-122.332069"
"Live Coronavirus News and Updates - The New York Times",http://healthmap.org/ln.php?7378908,"2020-05-26 11:00:15","Business Reopening","United States","39.966930,-97.556099"
"COVID-19 coronavirus cluster involving Lovett School students - 11Alive.com WXIA",http://healthmap.org/ln.php?7379186,"2020-05-25 16:36:00","COVID-19 Case Clusters","Lovett School, Georgia","33.861252,-84.451927"
"State now turning focus to reopening, strengthening economy as COVID-19 cases continue to fall - WGRZ.com",http://healthmap.org/ln.php?7379678,"2020-05-26 12:05:00","Business Reopening","New York State","43.004601,-75.498100"
"LIVE UPDATES: Coronavirus in the Mid-South: COVID-19 cases in Shelby County likely to increase in the Fall, of - FOX13 Memphis",http://healthmap.org/ln.php?7379679,"2020-05-26 13:22:00","Business Reopening",Arkansas,"34.741600,-92.504898"
"A month after reopening, Georgia coronavirus cases continue slow and steady - CNN",http://healthmap.org/ln.php?7379680,"2020-05-26 13:55:00","Business Reopening",Georgia,"32.731800,-83.496101"
"Coronavirus live updates: Some Memorial Day crowds ignore warnings; California opening religious services; WHO warns of 'second wave' - USA TODAY",http://healthmap.org/ln.php?7379960,"2020-05-26 00:55:10","Healthcare Worker","New York State","43.004601,-75.498100"
"Denby Fawcett: I'm Still Too Wary Of COVID-19 To Rush Out To Eat - Honolulu Civil Beat",http://healthmap.org/ln.php?7379963,"2020-05-26 06:01:00","Business Reopening","Honolulu, Hawaii","21.306944,-157.858337"
"Coronavirus in NYC: East Village Irish Pub McSorley’s Reopens After Temporary COVID-19 Closure - Eater NY",http://healthmap.org/ln.php?7379970,"2020-05-26 10:47:11","Business Reopening","New York City, New York State","40.713902,-74.003998"
"Trump Team Killed Rule Designed To Protect Health Workers From Pandemic Like COVID-19 - NPR",http://healthmap.org/ln.php?7379972,"2020-05-26 13:45:32","Healthcare Worker","United States","39.966930,-97.556099"
"Coronavirus: Mission Hospital staff members test positive for COVID-19 - Citizen Times",http://healthmap.org/ln.php?7380213,"2020-05-26 13:56:36","Healthcare Facility","United States","39.966930,-97.556099"
"UC Study: U.S. COVID-19 Victims Endure Long Hospital Stays, Higher Rates Of ICU Admissions - CBS San Francisco",http://healthmap.org/ln.php?7380325,"2020-05-26 11:38:40","Healthcare Facility","United States","39.966930,-97.556099"
